epoch,truth,pred_v22_base,pred_bear_raw,pred_bear_core_a,pred_bear_core_b,pred_bear_core_c,pred_bear_core_a_lite,trigger_bear_raw,trigger_bear_core_a,trigger_bear_core_b,trigger_bear_core_c,trigger_bear_core_a_lite,override_help_class_bear_raw,override_help_class_bear_core_a,override_help_class_bear_core_b,override_help_class_bear_core_c,override_help_class_bear_core_a_lite,override_side_class_bear_raw,override_side_class_bear_core_a,override_side_class_bear_core_b,override_side_class_bear_core_c,override_side_class_bear_core_a_lite,reason_bear_raw,reason_bear_core_a,reason_bear_core_b,reason_bear_core_c,reason_bear_core_a_lite,slow_retention,hinge_torsion,transition_score_v23,ruleb_raw_warning,ruleb_warn_count_3,phase_disagree_count_3,fs_disagree_count_3,fast_alt_3epoch,osc_core_count,osc_core_a,osc_core_b,osc_core_c,fan_width_velocity,fan_energy_total,energy_delta
321010,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4901345361904532,0.1057928094781172,0,0,0,1,2,0,1,0,0,0,-30.23335176301771,2.1887297584289627,1.4532261211152218
321011,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4603121501932037,0.3797044216125154,0,0,0,1,2,1,2,1,0,1,-7.930378085176926,2.668362454536691,0.4796326961077284
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,1,0,0,0,0,0,1.848954599379795,1.4061472300927562,-1.2622152244439349
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321011,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5734160362699185,0.2681158484713086,0,0,0,0,0,0,0,0,0,0,0.0,1.4061472300927562,0.0
321013,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4365223899076227,0.1630008769454591,0,0,0,0,0,0,0,0,0,0,11.11306546605192,1.3571069610661652,-0.04904026902659098
321014,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4861672245042427,0.1835913329738236,0,0,0,0,0,0,0,0,0,0,-15.075697442691308,3.607741847094076,2.250634886027911
321015,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2187321636756678,1.0,1,0,0,0,0,0,0,0,0,0,29.674195878455063,1.2587012739786587,-2.3490405731154174
321016,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1444238225703884,0.570491504511541,1,0,0,0,0,0,0,0,0,0,15.702909017185448,1.0090037504032807,-0.249697523575378
321017,Bear,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2697349417958321,0.1462068221760602,0,0,0,0,0,0,0,0,0,0,-17.259149561272352,0.7604401207572664,-0.2485636296460143
321018,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.0238105900680238,0.3124787812912731,0,0,0,0,0,0,0,0,0,0,18.005331840002327,1.2784258995088749,0.5179857787516084
321019,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.0945940231904387,0.0919686753939383,1,0,0,1,0,0,0,0,0,0,-3.89409494024585,0.7364031911165512,-0.5420227083923237
321020,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4925835169069614,0.357310023499911,1,0,0,1,0,0,0,0,0,0,79.25676184275653,3.4324525350912154,2.6960493439746642
321021,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5111179437499231,1.0,2,0,0,2,1,0,1,0,0,0,-77.24384391772037,2.2695063550836494,-1.162946180007566
321022,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.8544201193453773,0.0453725898503515,0,0,0,1,1,0,0,0,0,0,-50.956548561152886,3.635433877871037,1.3659275227873877
321023,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3515458914298506,0.217582731171065,1,0,0,2,2,0,2,1,1,0,79.88220754534996,1.43127366338922,-2.204160214481817
321024,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2126097116997698,0.4768039581979276,0,0,0,1,2,1,2,1,0,1,-41.96014664891118,0.6005549074016017,-0.8307187559876184
321025,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.6002533605187637,1.0,1,0,0,1,2,0,1,0,0,0,-4.380385225842474,1.0264535027436068,0.42589859534200514
321025,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5901989434696588,0.8613261730848256,1,0,0,0,1,0,0,0,0,0,-6.706119478112669,1.4233751341889729,0.3969216314453661
321026,Bull,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4359744376433809,0.0999249488661121,1,0,0,0,0,0,0,0,0,0,59.28751561282843,1.7292977523447917,0.3059226181558188
321027,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.8573142252171237,0.5760530959056803,2,0,0,1,1,1,1,0,0,0,-18.223320168966893,1.585555107678374,-0.14374264466641762
321028,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.601325834997624,0.0833728286148448,1,0,0,1,1,1,1,0,0,0,28.78772955518798,1.5393953497205075,-0.04615975795786653
321029,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.850588261091616,0.2113334629496376,0,0,0,1,1,1,1,0,0,0,-135.92039603464946,4.129111478501727,2.5897161287812196
321030,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,1.3026868052493228,0.261779605255328,0,0,0,0,0,0,0,0,0,0,-25.101742179656867,5.77020754818659,1.6410960696848633
321031,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4766654946870403,0.705952676587932,2,0,0,1,1,0,0,0,0,0,105.0255744781025,1.8664999125267057,-3.9037076356598845
321032,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2225791469954856,0.5363351713877749,2,0,0,2,2,1,3,1,1,1,9.661047565445188,0.835524711128528,-1.0309752013981777
321033,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.0751219666271936,1.0,1,0,0,2,2,1,3,1,1,1,10.849429988273188,1.069475671292821,0.23395096016429306
321034,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1355125218851753,1.0,2,0,0,2,2,0,2,1,1,0,1.4094644034048542,1.6332725861357176,0.5637969148428965
321035,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4222681415303668,1.0,2,0,0,2,2,0,2,1,1,0,-30.124363342285505,4.263228751027782,2.6299561648920644
321036,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1715900103645253,0.2999587310314662,0,0,0,2,2,1,3,1,1,1,48.78592303095502,1.234712787074386,-3.028515963953396
321037,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.7932198610396881,0.0787719783692989,1,0,0,1,1,0,0,0,0,0,12.868603629729478,1.4949682066326204,0.2602554195582345
321038,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2446640071048023,0.811612255717218,1,0,0,0,0,0,0,0,0,0,-39.800102687149774,1.0086501301557291,-0.4863180764768913
321039,Bull,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,1.384001047214042,0.1345781643840271,1,0,0,0,0,1,1,0,0,0,106.79897104171688,4.766004963119485,3.757354832963756
321040,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4441477440632297,0.2040754574567176,1,0,0,0,0,0,0,0,0,0,-89.82482414954575,0.833196782228697,-3.932808180890788
321041,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1433588473482814,0.2833057604321515,1,0,0,1,1,0,0,0,0,0,-7.246670604654355,1.1152834218901262,0.2820866396614292
321042,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,1.0598594066796068,0.3176102586105701,0,0,0,1,1,0,0,0,0,0,-60.88639628855162,1.7613600707190926,0.6460766488289664
321043,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4865274294679693,1.0,2,0,0,2,2,1,3,1,1,1,39.59456344024511,1.2147804778887803,-0.5465795928303123
321044,Bull,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.0872765518633968,0.4119772672283875,0,0,0,1,1,0,0,0,0,0,28.196355811771355,0.8041630900988821,-0.4106173877898982
321045,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2419195748025231,1.0,2,0,0,1,1,0,0,0,0,0,-6.30441490263911,0.8899551121085096,0.08579202200962754
321046,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3417825151955185,0.0271525770902536,1,0,0,0,0,0,0,0,0,0,15.00738890611683,1.632431677324348,0.7424765652158383
321047,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1327480403779191,0.2799342107131957,1,0,0,1,1,0,0,0,0,0,-32.558308892999776,0.8182033975299419,-0.814228279794406
321048,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5542331586384535,0.5419105593274248,2,0,0,1,1,1,1,0,0,0,31.62891633171239,1.6187501091590093,0.8005467116290674
321049,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.123523370904877,0.3931572784302981,1,0,0,1,2,1,2,1,0,1,-12.113910868036328,0.8594984100654983,-0.759251699093511
321050,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2560269950154179,0.2115369641006578,1,0,0,0,1,1,1,0,0,0,9.911802323840677,0.9056057158795738,0.04610730581407552
321051,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.8827822067032685,0.4452468294219572,1,0,0,0,1,0,0,0,0,0,18.753724167574543,2.089694762706131,1.184089046826557
321052,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3012199071290524,1.0,1,0,0,0,0,0,0,0,0,0,-29.667729860870168,0.983555799275564,-1.106138963430567
321053,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.6714841309694748,0.2003801184793278,1,0,0,0,0,0,0,0,0,0,33.95782117678027,1.8492963744593,0.865740575183736
321054,Bear,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.7079164574788592,0.1857669372399555,0,0,0,0,0,0,0,0,0,0,-103.823238075056,3.2819557820494083,1.4326594075901082
321055,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2581627689469314,0.411824511602946,1,0,0,1,1,1,1,0,0,0,52.350892794303945,0.5234583248820854,-2.758497457167323
321056,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.8981389856362512,0.2067551283178011,1,0,0,2,2,0,2,1,1,0,-35.01554020436015,2.699939512678611,2.1764811877965258
321057,Bull,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3640856007459661,1.0,1,0,0,2,2,0,2,1,1,0,60.72037125442876,2.609623687894782,-0.09031582478382916
321058,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2580893029353319,0.4288504181458578,1,0,0,1,1,0,0,0,0,0,3.502561954650446,1.3468369219554006,-1.2627867659393814
321059,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3345528587378794,0.3698058894727029,1,0,0,1,1,0,0,0,0,0,-14.107507037173493,1.1195109320124177,-0.22732598994298292
321060,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,1.1476984047531005,0.0110943092376191,1,0,0,1,1,1,1,0,0,0,50.531949000185705,2.6943032578055863,1.5747923257931686
321061,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.6933171306736767,1.0,1,0,0,1,1,0,0,0,0,0,-34.812578698052675,0.9342352220428438,-1.7600680357627425
321062,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.0447474992633942,0.5053682441377395,1,0,0,0,1,0,0,0,0,0,-40.89456571928167,1.562239245924502,0.6280040238816582
321063,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1671265582717751,0.1599626267593129,0,0,0,0,1,0,0,0,0,0,13.33226801417186,0.5153358540919726,-1.0469033918325295
321064,Bull,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2642979634038056,0.2817935906370249,1,0,0,0,1,0,0,0,0,0,30.00452052199398,1.0340381589230674,0.5187023048310948
321065,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1583977926638908,0.773390969136148,2,0,0,0,0,0,0,0,0,0,-22.23687629264896,0.3539634219996515,-0.6800747369234159
321066,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.9336478295390408,0.2184655257701836,0,0,0,0,1,0,0,0,0,0,-55.14997760456754,2.323610905094029,1.9696474830943775
321067,Bull,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5776159699289565,0.2146273012265092,1,0,0,0,1,0,0,0,0,0,80.07619132752006,1.5039167522427306,-0.8196941528512984
321068,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.0882915374222648,0.5882077843542859,2,0,0,1,2,0,1,0,0,0,-55.97584847280814,1.3135847151934286,-0.19033203704930202
321069,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.2649774617766525,1.0,2,0,0,2,2,0,2,1,1,0,27.79782882833388,0.7211311446262698,-0.5924535705671587
321070,Bear,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5232956813651981,0.3289345320794951,0,0,0,2,2,0,2,1,1,0,-30.241422666906143,1.1352366159153462,0.4141054712890764
321071,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.6416167731531459,1.0,2,0,0,2,2,0,2,1,1,0,20.868042099667942,1.4445910498634476,0.30935443394810136
321072,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.5266037890432926,1.0,1,0,0,1,1,1,1,0,0,0,-14.516242540456004,0.8876550373624923,-0.5569360125009553
321073,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,1.8150987615772465,0.2460945920612395,0,0,0,1,2,1,2,1,0,1,-57.7408241522644,4.267189149371916,3.3795341120094236
321074,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.462120200982099,0.4790982423390473,1,0,0,1,2,0,1,0,0,0,86.20248755798093,1.8918499231785968,-2.375339226193319
321075,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3245786817369662,0.8717563213593725,2,0,0,2,3,0,2,1,1,0,5.673458982346347,2.7426132412711013,0.8507633180925045
321076,Bear,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3133007164014998,0.2335711680170472,0,0,0,2,2,0,2,1,1,0,-55.83035817508062,2.3115679908223683,-0.431045250448733
321077,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.1921940071570134,1.0,2,0,0,2,2,1,3,1,1,1,41.80347638308013,0.7442603361469082,-1.56730765467546
321078,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.6815707318455679,0.0987070517246243,0,0,0,1,1,1,1,0,0,0,-40.18563172745053,2.008420684493103,1.264160348346195
321079,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.3385008636614657,0.0627974953511434,1,0,0,2,2,1,3,1,1,1,56.475212266348535,0.9682145757342367,-1.0402061087588663
321080,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4464650192421686,0.1843759196389129,1,0,0,1,1,0,0,0,0,0,18.546366039750865,1.4683982069545891,0.5001836312203524
321081,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.0839296781050507,0.6134223423993386,2,0,0,1,1,0,0,0,0,0,-20.587659229233395,0.7427695470178151,-0.7256286599367741
321082,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,0.4005601913358987,0.3530768579103311,1,0,0,1,1,0,0,0,0,0,-9.432719456584891,0.7592700845707441,0.016500537552929018
